question,answer,source,intent
what is the maximum term of imprisonment or the alternative punishment for a public servant who intentionally frames an incorrect record or writing to save a person from legal punishment or save any property from forfeiture?,"the maximum term of imprisonment is three years, or they may be punished with a fine, or both.",IPC,law_info
"what is the penalty for a public servant who corruptly or maliciously makes a report, order, or verdict contrary to law in a judicial proceeding?","the text does not provide specific information on the penalty for a public servant who corruptly or maliciously makes a report, order, or verdict contrary to law in a judicial proceeding.",IPC,law_info
"does the text provide specific information on the penalty for a public servant who corruptly or maliciously makes a report, order, or verdict contrary to law in a judicial proceeding?","no, the text does not provide specific information on the penalty for a public servant who corruptly or maliciously makes a report, order, or verdict contrary to law in a judicial proceeding.",IPC,law_info
when were the words british india successively replaced in the document?,"the words british india have been successively substituted by the a. o. 1948, the a. o. 1950 and act 3 of 1951.",IPC,law_info
which documents or acts successively replaced the words british india?,"the words british india have been successively substituted by the a. o. 1948, the a. o. 1950 and act 3 of 1951.",IPC,law_info
what was omitted by act 3 of 1951?,"the words or under the fugitive offenders act, 1881, were omitted by act 3 of 1951.",IPC,law_info
"which act omitted the words or under the fugitive offenders act, 1881?","the words or under the fugitive offenders act, 1881, were omitted by act 3 of 1951.",IPC,law_info
what is the punishment for a person who knowingly makes a decision contrary to law?,"the punishment is imprisonment for a term which may extend to seven years, or with fine, or with both.",IPC,law_info
what is the maximum term of imprisonment or penalty for a person who knowingly acts contrary to law?,"the maximum term of imprisonment may extend to seven years, or with a fine, or with both.",IPC,law_info
"what is the punishment for a person in a legal authority who corruptly commits any person for trial or confinement, knowing they are acting contrary to the law?","the punishment is imprisonment for a term which may extend to seven years, or with fine, or with both.",IPC,law_info
"what is the maximum term of imprisonment, or other forms of punishment, for a legal authority figure who corruptly commits any person for trial or confinement, knowing they are acting against the law?","the maximum term of imprisonment can extend to seven years, or it can also be a fine, or both.",IPC,law_info
what is the punishment for a public servant who intentionally omits to apprehend a person charged with an offence punishable with death?,"the punishment is imprisonment for a term which may extend to seven years, with or without fine.",IPC,law_info
what is the maximum duration of imprisonment a public servant could face for intentionally omitting to apprehend a person charged with a capital offense?,the maximum duration of imprisonment is seven years.,IPC,law_info
what is the punishment for a public servant who intentionally omits to apprehend a person charged with an offence punishable with life imprisonment or imprisonment for a term which may extend to ten years?,"the punishment is imprisonment for a term which may extend to three years, with or without fine.",IPC,law_info
"what is the maximum punishment, with or without a fine, for a public servant who intentionally fails to apprehend a person charged with a serious offence?",the maximum punishment is imprisonment for a term which may extend to three years.,IPC,law_info
what is the punishment for a public servant who intentionally omits to apprehend a person charged with an offence punishable with imprisonment for a term which may extend to two years?,"the punishment is imprisonment of either description for a term which may extend to two years, with or without fine.",IPC,law_info
"what is the punishment for a public servant who intentionally fails to apprehend a person charged with a crime, which may include imprisonment of either description for a term which may extend to two years, with or without fine?","the punishment for such a public servant is a term of imprisonment which may extend to two years, for an offence punishable with imprisonment for a term which may extend to two years.",IPC,law_info
what is the punishment for a public servant who intentionally omits to apprehend a person under sentence of a court of justice?,"the public servant can be punished with imprisonment for life or with imprisonment of either description for a term which may extend to fourteen years, with or without fine.",IPC,law_info
what is the maximum potential punishment for a public servant who intentionally fails to apprehend a person under sentence of a court of justice?,"the maximum potential punishment is imprisonment for life or imprisonment of either description for up to fourteen years, with or without a fine.",IPC,law_info
what is the punishment if the person the public servant failed to apprehend was under sentence of death?,"the public servant can be punished with imprisonment for life or with imprisonment of either description for a term which may extend to fourteen years, with or without fine.",IPC,law_info
what is the maximum penalty a public servant can face if they fail to apprehend a person who is under sentence of death?,"the public servant can be punished with imprisonment for life or with imprisonment of either description for a term which may extend to fourteen years, with or without fine.",IPC,law_info
"what is the punishment if the person the public servant failed to apprehend was subject to imprisonment for life or imprisonment for a term of ten years, or upwards?","the public servant can be punished with imprisonment of either description for a term which may extend to seven years, with or without fine.",IPC,law_info
what is the potential punishment for a public servant who fails to apprehend a person subject to imprisonment for life or a term of ten years or more?,"the public servant can be punished with imprisonment of either description for a term which may extend to seven years, with or without fine.",IPC,law_info
what is the punishment if the person the public servant failed to apprehend was subject to imprisonment for a term not extending to ten years?,"the public servant can be punished with imprisonment of either description for a term which may extend to three years, or with fine, or with both.",IPC,law_info
what can be the punishment for a public servant who failed to apprehend a person who was subject to imprisonment for a term not extending to ten years?,"the public servant can be punished with imprisonment of either description for a term which may extend to three years, or with fine, or with both.",IPC,law_info
what is the punishment for a public servant who negligently suffers a person to escape from confinement or custody?,the text does not provide specific punishment details for this scenario.,IPC,law_info
does the text provide specific punishment details for a public servant who negligently allows a person to escape from confinement or custody?,"no, the text does not provide specific punishment details for this scenario.",IPC,law_info
what is the punishment for someone who negligently allows a person charged or convicted of an offence to escape from confinement?,"the person shall be punished with simple imprisonment for a term which may extend to two years, or with fine, or with both.",IPC,law_info
"what is the maximum term, fine, or both, for someone who is punished for negligently allowing a person charged or convicted of an offence to escape from confinement?","the maximum term is up to two years of simple imprisonment, or a fine, or both.",IPC,law_info
what is the punishment for a person who intentionally obstructs his lawful apprehension or attempts to escape from custody?,"the person shall be punished with imprisonment of either description for a term which may extend to two years, or with fine, or with both.",IPC,law_info
what is the potential punishment for someone who has been found guilty of intentionally obstructing their lawful apprehension or trying to escape from custody?,"the individual may face imprisonment of either description for a term which could extend to two years, or a fine, or both.",IPC,law_info
is the punishment for obstruction separate from the punishment for the original offence the person was charged with?,"yes, the punishment in this section is in addition to the punishment for which the person to be apprehended or detained in custody was liable for the offence with which he was charged, or of which he was convicted.",IPC,law_info
is the punishment mentioned in this section for obstruction in addition to the punishment that the person being apprehended or detained was liable for the offence they were charged with or convicted of?,"yes, the punishment for obstruction is separate from the punishment for the original offence the person was charged with.",IPC,law_info
what is the punishment for a person who obstructs the lawful apprehension of another person or attempts to rescue them from custody?,"the person shall be punished with imprisonment of either description for a term which may extend to two years, or with fine, or with both.",IPC,law_info
what does the law say about a person who obstructs the lawful apprehension of another person or attempts to rescue them from custody?,"the person shall be punished with imprisonment of either description for a term which may extend to two years, or with fine, or with both.",IPC,law_info
"what is the punishment if the person to be apprehended, or rescued, is charged with an offence punishable with imprisonment for life or a term which may extend to ten years?","the person shall be punished with imprisonment of either description for a term which may extend to three years, and shall also be liable to fine.",IPC,law_info
what is the punishment for someone who attempts to apprehend or rescue a person charged with an offence punishable with imprisonment for life or a term which may extend to ten years?,"the person shall be punished with imprisonment of either description for a term which may extend to three years, and shall also be liable to fine.",IPC,law_info
"what is the punishment if the person to be apprehended, or rescued, is charged with an offence punishable with death?",shall be punished with imprisonment.,IPC,law_info
what is the consequence for a person who tries to apprehend or rescue someone charged with an offence punishable with death?,they shall be punished with imprisonment.,IPC,law_info
what is the punishment for a person attempting to rescue someone who is liable to imprisonment for life?,"the punishment is imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine.",IPC,law_info
what is the maximum sentence and additional liability for someone who attempts to rescue a person who is liable to life imprisonment?,"the maximum sentence is imprisonment of either description for a term which may extend to seven years, and the person is also liable to a fine.",IPC,law_info
what is the punishment for a person attempting to rescue someone who is under sentence of death?,"the punishment is imprisonment for life or imprisonment of either description for a term not exceeding ten years, and shall also be liable to fine.",IPC,law_info
what is the sentence for someone who is found guilty of trying to help a person escape who is under a death sentence?,"the sentence is life imprisonment or imprisonment not exceeding ten years, and the person can also be fined.",IPC,law_info
what actions does section 225a pertain to?,"section 225a pertains to the omission to apprehend, or sufferance of escape, on part of a public servant, in cases not otherwise provided for.",IPC,law_info
"which section of law pertains to the omission to apprehend, or sufferance of escape, on part of a public servant, in cases not otherwise provided for?",section 225a pertains to this.,IPC,law_info
what is the responsibility of a public servant as defined in section 225a?,"the public servant is legally bound to apprehend, or to keep in confinement, any person in any case not provided for in section 221, section 222 or section 223, or in any other law for the time being in force.",IPC,law_info
"in which section of the law is it defined that a public servant is legally bound to apprehend, or to keep in confinement, any person in cases not provided for in section 221, section 222 or section 223, or in any other law for the time being in force?",this is defined in section 225a.,IPC,law_info
what is the punishment for intentionally aiding someone to escape from confinement?,"the punishment is imprisonment of either description for a term which may extend to three years, or with fine or with both.",IPC,law_info
what can be the penalty for someone found guilty of intentionally helping another person to escape from confinement?,"the penalty is imprisonment of either description for a term which may extend to three years, or with fine or with both.",IPC,law_info
what is the punishment for negligently aiding someone to escape from confinement?,"the punishment is simple imprisonment for a term which may extend to two years, or with fine, or with both.",IPC,law_info
"what does simple imprisonment for a term which may extend to two years, or with fine, or with both, refer to in terms of punishment?",it refers to the punishment for negligently aiding someone to escape from confinement.,IPC,law_info
"what is the punishment for resistance or obstruction to lawful apprehension, or escape or rescue?","the punishment is imprisonment of either description for a term which may extend to six months, or with fine, or with both.",IPC,law_info
"what may be the possible penalties for someone who resists or obstructs lawful apprehension, or escapes or facilitates a rescue?","the possible penalties are imprisonment of either description for a term which may extend to six months, or with fine, or with both.",IPC,law_info
what is the punishment for violating the condition of remission of punishment?,"the punishment is the punishment to which the person was originally sentenced, if he has already suffered no part of that punishment, and if he has suffered any part of that punishment, then with so much of that punishment as he has not already suffered.",IPC,law_info
what happens to a person who was sentenced and given remission of punishment but violates the conditions of that remission?,"the person receives the punishment to which they were originally sentenced, if they have already suffered no part of that punishment. if they have suffered any part of that punishment, then they receive so much of that punishment as they have not already suffered.",IPC,law_info
what is the punishment for intentionally insulting or interrupting a public servant during a judicial proceeding?,"the punishment is simple imprisonment for a term which may extend to six months, or with fine which may extend to one thousand rupees.",IPC,law_info
what could be the possible consequences if someone intentionally insults or interrupts a public servant during a judicial proceeding?,"the punishment is simple imprisonment for a term which may extend to six months, or with fine which may extend to one thousand rupees.",IPC,law_info
what is the punishment for disclosing the identity of a victim of certain offences?,the punishment for disclosing the identity of a victim of certain offences is imprisonment for a term which may extend to two years and shall also be liable to fine.,IPC,law_info
"what is the consequence if someone discloses the identity of a victim of certain offences, in terms of imprisonment and fines?",the consequence of disclosing the identity of a victim of certain offences is imprisonment for a term which may extend to two years and the person shall also be liable to a fine.,IPC,law_info
under what conditions can the identity of the victim be made known?,"the identity of the victim can be made known if its under the order in writing of the officerincharge of the police station or the police officer making the investigation into such offence acting in good faith for the purposes of such investigation or by, or with the authorisation in writing of, the victim or where the victim is dead or minor or of unsound mind, by, or with the authorisation in writing of, the next of kin of the victim.",IPC,law_info
"who can authorize the disclosure of a victims identity in cases where the victim is deceased, a minor, or of unsound mind?","in cases where the victim is dead, a minor, or of unsound mind, their identity can be disclosed by, or with the authorisation in writing of, the next of kin of the victim.",IPC,law_info
who can the next of kin give authorisation to for the release of the victims identity?,"the next of kin can give authorisation to the chairman or the secretary, by whatever name called, of any recognised welfare institution or organisation.",IPC,law_info
who can the chairman or the secretary of any recognised welfare institution or organisation receive authorisation from for the release of a victims identity?,"the chairman or the secretary, by whatever name called, of any recognised welfare institution or organisation can receive authorisation from the next of kin.",IPC,law_info
what is a recognised welfare institution or organisation?,a recognised welfare institution or organisation is a social welfare institution or organisation recognised in this behalf by the central or state government.,IPC,law_info
who recognises a social welfare institution or organisation as a recognised welfare institution or organisation?,a social welfare institution or organisation is recognised as a welfare institution or organisation by the central or state government.,IPC,law_info
what is the punishment for the offence referred to in subsection 1 without previous permission of the court?,imprisonment of either description for a term which may extend to two years and shall also be liable to fine.,IPC,law_info
what can be the penal consequences of committing an offence without previous permission of the court under subsection 1?,imprisonment of either description for a term which may extend to two years and shall also be liable to fine.,IPC,law_info
what does the printing or publication of the judgment of any high court or the supreme court not amount to?,an offence within the meaning of this section.,IPC,law_info
what is the term for something that does not amount to an offence within the meaning of this section?,the printing or publication of the judgment of any high court or the supreme court,IPC,law_info
what is the punishment for personation of a juror or assessor?,"imprisonment of either description for a term which may extend to two years, or with fine, or with both.",IPC,law_info
"what could be the possible punishment for a crime that could extend up to two years of imprisonment, or with fine, or with both?",personation of a juror or assessor,IPC,law_info
what is the punishment for failure by person released on bail or bond to appear in court?,"imprisonment of either description for a term which may extend to one year, or with fine, or with both.",IPC,law_info
what is the potential penalty for a person who has been released on bail or bond but fails to appear in court?,"imprisonment of either description for a term which may extend to one year, or with fine, or with both.",IPC,law_info
what does the punishment under section 229a not prejudice?,the power of the court to order forfeiture of the bond.,IPC,law_info
under which section is the power of the court to order forfeiture of the bond not prejudiced?,section 229a,IPC,law_info
how is coin defined in section 230?,"coin is metal used for the time being as money, and stamped and issued by the authority of some state or sovereign power in order to be so used.",IPC,law_info
"what is the definition of a metal used as money, stamped and issued by the authority of some state or sovereign power for its use as such, as per section 230?",the term coin is defined as such in section 230.,IPC,law_info
what is an indian coin?,indian coin is metal stamped and issued by the authority of the government of india.,IPC,law_info
what is metal stamped and issued by the authority of the government of india?,an indian coin is metal stamped and issued by the authority of the government of india.,IPC,law_info
what is not considered as a coin according to the illustrations?,"cowries, lumps of unstamped copper used as money, and medals are not considered as coins.",IPC,law_info
"what are cowries, lumps of unstamped copper used as money, and medals considered as according to the illustrations?",they are not considered as coins.,IPC,law_info
what is the punishment for counterfeiting coin?,the punishment for counterfeiting coin is imprisonment for a term which may extend to seven years and a fine.,IPC,law_info
what is the maximum imprisonment term and potential additional consequence for coin counterfeiting?,the maximum imprisonment term for coin counterfeiting is seven years and it may also include a fine.,IPC,law_info
what is the punishment for counterfeiting indian coin?,"the punishment for counterfeiting indian coin is imprisonment for life or imprisonment for a term which may extend to ten years, and a fine.",IPC,law_info
what is the maximum imprisonment term and potential additional penalty for counterfeiting indian coin?,"the maximum imprisonment term for counterfeiting indian coin is imprisonment for life or a term which may extend to ten years, and a potential additional penalty is a fine.",IPC,law_info
what is the offense related to making or selling instrument for counterfeiting coin?,"making or mending, or performing any part of the process of making or mending, or buying, selling or disposing of any die or instrument for the purpose of counterfeiting coin is an offense.",IPC,law_info
"what constitutes the crime of making or mending, or performing any part of the process of making or mending, or buying, selling or disposing of any die or instrument for the purpose of counterfeiting coin?",this is an offense related to making or selling instrument for counterfeiting coin.,IPC,law_info
what is considered as indian coin?,"the coin denominated as the companys rupee and the farukhabad rupee, which was formerly used as money under the authority of the government of india, are considered as indian coin.",IPC,law_info
which coins denominated as the companys rupee and the farukhabad rupee were previously used as money under the authority of which government?,the coins denominated as the companys rupee and the farukhabad rupee were used as money under the authority of the government of india and are considered as indian coins.,IPC,law_info
what is the punishment for using or intending to use any instrument or material for the purpose of counterfeiting coin?,"the punishment is imprisonment of either description for a term which may extend to three years, and also a fine.",IPC,law_info
what is the potential duration of imprisonment and fine for someone who uses or plans to use any instrument or material for counterfeiting coins?,"the duration of imprisonment may extend to three years, and there may also be a fine.",IPC,law_info
what is the punishment for making or selling an instrument for counterfeiting indian coin?,"the punishment is imprisonment of either description for a term which may extend to seven years, and also a fine.",IPC,law_info
what is the maximum term of imprisonment and additional penalty for making or selling a counterfeiting instrument for indian coin?,"the maximum term of imprisonment is seven years, and there is also a fine.",IPC,law_info
what is the punishment for possessing any instrument or material with the intention of using it for counterfeiting coin?,"the punishment is imprisonment of either description for a term which may extend to three years, and also a fine.",IPC,law_info
"what is the punishment for someone who possesses counterfeiting materials, in terms of imprisonment duration and additional penalties?","the punishment is imprisonment of either description for a term which may extend to three years, and also a fine.",IPC,law_info
what is the punishment if the coin to be counterfeited is an indian coin?,"the punishment is imprisonment of either description for a term which may extend to ten years, and also a fine.",IPC,law_info
what is the penalty for counterfeiting an indian coin?,"the penalty is imprisonment of either description for a term which may extend to ten years, and also a fine.",IPC,law_info
what is the punishment for abetting in india the counterfeiting of coin out of india?,the punishment is the same as if the abetting of the counterfeiting of such coin occurred within india.,IPC,law_info
is the punishment for abetting the counterfeiting of coin out of india the same as if the abetting occurred within india?,"yes, the punishment is the same as if the abetting of the counterfeiting of such coin occurred within india.",IPC,law_info
what is the punishment for importing or exporting counterfeit coin into or from india?,"the punishment is imprisonment of either description for a term which may extend to three years, and also a fine.",IPC,law_info
"what is the potential penalty for importing or exporting counterfeit coin into or from india, in terms of imprisonment duration and possible fines?","the potential penalty is imprisonment of either description for a term which may extend to three years, and also a fine.",IPC,law_info
what is the punishment for someone who imports or exports counterfeit indian coins?,"the person can be punished with imprisonment for life, or with imprisonment which may extend to ten years, and will also be liable to fine.",IPC,law_info
what are the potential consequences for a person who imports or exports counterfeit indian coins?,"the person can be punished with imprisonment for life, or with imprisonment which may extend to ten years, and will also be liable to fine.",IPC,law_info
"what is the punishment for delivering a counterfeit coin, knowing that it is counterfeit, with fraudulent intent?","the person can be punished with imprisonment for a term which may extend to five years, and will also be liable to fine.",IPC,law_info
what is the maximum term of imprisonment and additional liability for someone convicted of knowingly delivering a counterfeit coin with fraudulent intent?,"the maximum term of imprisonment is five years, and the person will also be liable to a fine.",IPC,law_info
"what is the punishment for delivering a counterfeit indian coin, knowing that it is counterfeit, with fraudulent intent?","the person can be punished with imprisonment for a term which may extend to ten years, and will also be liable to fine.",IPC,law_info
what is the maximum sentence and additional penalty someone could face for knowingly delivering a counterfeit indian coin with fraudulent intent?,"the maximum sentence can extend up to ten years in prison, and the person will also be liable to a fine.",IPC,law_info
"what is the punishment for delivering a counterfeit coin as genuine, which the deliverer did not know was counterfeit when they first possessed it?","the person can be punished with imprisonment for a term which may extend to two years, or with a fine that may extend to ten times the value of the coin counterfeited, or with both.",IPC,law_info
"what is the maximum punishment for someone who unknowingly delivers a counterfeit coin, believing it to be genuine?","the maximum punishment can extend to two years of imprisonment, a fine up to ten times the value of the counterfeited coin, or both.",IPC,law_info
"what is the punishment for a person who fraudulently possesses counterfeit coin, knowing it to be counterfeit?","the person shall be punished with imprisonment that may extend to three years, and shall also be liable to fine.",IPC,law_info
what will happen to a person who knowingly possesses counterfeit coin?,"the person shall be punished with imprisonment that may extend to three years, and shall also be liable to fine.",IPC,law_info
"what is the punishment for a person who fraudulently possesses counterfeit indian coin, knowing it to be counterfeit?","the person shall be punished with imprisonment that may extend to seven years, and shall also be liable to fine.",IPC,law_info
what is the maximum imprisonment and other liabilities for someone who is found guilty of fraudulently possessing counterfeit indian coins?,"the maximum imprisonment may extend to seven years, and the person is also liable to a fine.",IPC,law_info
what is the liability of a person employed in a mint who intentionally causes a coin to be of different weight or composition from what is fixed by law?,the text does not provide a specific punishment for this act.,IPC,law_info
does the text provide a specific punishment for a person employed in a mint who intentionally causes a coin to be of different weight or composition from what is fixed by law?,"no, the text does not provide a specific punishment for this act.",IPC,law_info
"who among a, b, c, and d in the given scenario are punishable under section 239 or 240?",b and c are punishable under section 239 or 240.,IPC,law_info
which sections of law could b and c be punishable under in the given scenario?,b and c could be punishable under section 239 or 240.,IPC,law_info
who in the given scenario is punishable only under the unspecified section?,d is punishable only under this unspecified section.,IPC,law_info
under which section is d punishable in the given scenario?,d is punishable under the unspecified section.,IPC,law_info
what is the punishment for unlawfully taking coining instrument from mint in india?,"the punishment is imprisonment of either description for a term which may extend to seven years, and the person shall also be liable to fine.",IPC,law_info
"what is the penalty for someone in india who unlawfully takes a coining instrument from the mint, in terms of imprisonment and fines?","the penalty is imprisonment of either description for a term which may extend to seven years, and the individual is also liable to pay a fine.",IPC,law_info
what is the punishment for fraudulently or dishonestly diminishing weight or altering composition of coin?,"the punishment is imprisonment of either description for a term which may extend to three years, and the person shall also be liable to fine.",IPC,law_info
what is the maximum term of imprisonment and additional liability for someone who fraudulently or dishonestly diminishes weight or alters the composition of a coin?,"the maximum term of imprisonment is three years, and the person is also liable to a fine.",IPC,law_info
what does it mean to alter the composition of a coin?,altering the composition of a coin refers to a person who scoops out part of the coin and puts anything else into the cavity.,IPC,law_info
what does it refer to when a person scoops out part of a coin and puts anything else into the cavity?,this refers to altering the composition of a coin.,IPC,law_info
what is the punishment for fraudulently or dishonestly diminishing weight or altering composition of indian coin?,"the punishment is imprisonment of either description for a term which may extend to seven years, and the person shall also be liable to fine.",IPC,law_info
what is the penalty for a person who fraudulently or dishonestly diminishes the weight or alters the composition of an indian coin?,"the penalty is imprisonment of either description for a term which may extend to seven years, and the person shall also be liable to fine.",IPC,law_info
what is the punishment for altering appearance of coin with intent that it shall pass as coin of different description?,"the punishment is imprisonment of either description for a term which may extend to three years, and the person shall also be liable to fine.",IPC,law_info
what is the legal consequence for someone who alters the appearance of a coin with the intention of passing it off as a different coin?,"the legal consequence is imprisonment of either description for a term which may extend to three years, and the person shall also be liable to fine.",IPC,law_info
what is the punishment for altering the appearance of an indian coin with the intent that it shall pass as a coin of a different description?,"the punishment is imprisonment for a term which may extend to seven years, and the person shall also be liable to fine.",IPC,law_info
what is the potential sentence for someone who is convicted for altering the appearance of an indian coin with the intent that it shall pass as a coin of a different description?,"the potential sentence is imprisonment for a term which may extend to seven years, and the person shall also be liable to fine.",IPC,law_info
"what is the punishment for delivering a coin, knowing it is altered and that the offence defined in section 246 or 248 has been committed?","the punishment is imprisonment for a term which may extend to five years, and the person shall also be liable to fine.",IPC,law_info
what is the maximum sentence and the additional liability for someone who knowingly delivers an altered coin and commits the offence defined in section 246 or 248?,"the maximum sentence is imprisonment for up to five years, and the person is also liable to a fine.",IPC,law_info
"what is the punishment for delivering an indian coin, knowing it is altered and that the offence defined in section 247 or 249 has been committed?","the punishment is imprisonment for a term which may extend to ten years, and the person shall also be liable to fine.",IPC,law_info
"what is the potential penalty if someone knowingly delivers an altered indian coin, committing an offence defined in section 247 or 249?","the potential penalty is imprisonment for a term which may extend to ten years, and the person shall also be liable to fine.",IPC,law_info
what is the punishment for being in possession of a coin knowing it has been altered and that the offence defined in either of the section 246 or 248 has been committed?,the text does not provide a specific punishment for this situation.,IPC,law_info
does the text provide a specific punishment for being in possession of a coin knowing it has been altered and that the offence defined in either of the section 246 or 248 has been committed?,"no, the text does not provide a specific punishment for this situation.",IPC,law_info
what is the punishment for possessing an altered indian coin knowing it was altered according to section 253?,"the person shall be punished with imprisonment of either description for a term which may extend to five years, and shall also be liable to fine.",IPC,law_info
"what is the maximum sentence and additional penalties for someone who possesses an altered indian coin, knowing it was altered according to indian law?","the maximum sentence is imprisonment which may extend to five years, and the individual is also liable to a fine.",IPC,law_info
"what is the punishment for delivering a coin as genuine, which was not known to be altered when first possessed, according to section 254?","the person shall be punished with imprisonment of either description for a term which may extend to two years, or with fine to an amount which may extend to ten times the value of the coin for which the altered coin is passed, or attempted to be passed.",IPC,law_info
"what is the potential penalty for a person who delivers an altered coin as genuine, unaware of its alteration at the time of initial possession, according to section 254?","the potential penalty is imprisonment for a term that may extend to two years, or a fine to an amount which may extend to ten times the value of the coin for which the altered coin is passed, or attempted to be passed.",IPC,law_info
what is the punishment for counterfeiting a government stamp according to section 255?,"the person shall be punished with imprisonment for life or with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine.",IPC,law_info
what is the maximum punishment and fine liability for someone found guilty of counterfeiting a government stamp?,"the maximum punishment is life imprisonment or imprisonment for a term which may extend up to ten years, and the person is also liable to a fine, according to section 255.",IPC,law_info
who commits the offence of counterfeiting a government stamp according to the explanation in section 255?,a person commits this offence who counterfeits by causing a.,IPC,law_info
who is described in section 255 as committing the offence of counterfeiting a government stamp?,a person who counterfeits by causing a.,IPC,law_info
what is the punishment for having possession of any instrument or material intended for counterfeiting government stamps?,"the punishment is imprisonment of either description for a term which may extend to seven years, and also liable to fine.",IPC,law_info
what is the penalty for someone who possesses any instrument or material intended for counterfeiting government stamps?,"the penalty is imprisonment of either description for a term which may extend to seven years, and also liable to fine.",IPC,law_info
"what is the punishment for making, buying, selling or disposing any instrument intended for counterfeiting government stamps?","the punishment is imprisonment of either description for a term which may extend to seven years, and also liable to fine.",IPC,law_info
"what is the punishment for someone who is found guilty of manufacturing, buying, selling or disposing any tool intended for creating counterfeit government stamps?","the person is liable to be imprisoned for a term that could be as long as seven years, and can also be fined.",IPC,law_info
what is the punishment for selling or offering for sale any counterfeit government stamps?,"the punishment is imprisonment of either description for a term which may extend to seven years, and also liable to fine.",IPC,law_info
what is the imprisonment term and liability for someone who sells or offers for sale counterfeit government stamps?,"the imprisonment term can extend to seven years, and the person is also liable to a fine.",IPC,law_info
what is the punishment for having possession of any counterfeit government stamp with intent to use or dispose of it as a genuine stamp?,the punishment is imprisonment of either description for a term which may extend to seven years.,IPC,law_info
what is the maximum term of imprisonment for someone possessing a counterfeit government stamp with intent to use or dispose of it as genuine?,the maximum term of imprisonment is seven years.,IPC,law_info
what happens if someone is found with materials for the purpose of counterfeiting government stamps?,"they shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine.",IPC,law_info
what is the punishment for someone found with materials for the purpose of counterfeiting government stamps?,"they shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine.",IPC,law_info
what is the consequence of selling a counterfeit government stamp?,"the person shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine.",IPC,law_info
what is the punishment for someone who sells counterfeit government stamps?,"the person shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine.",IPC,law_info
what is the punishment for using a counterfeit government stamp as genuine?,"the punishment for using a counterfeit government stamp as genuine is imprisonment for a term which may extend to seven years, or with fine, or with both.",IPC,law_info
what can be the maximum imprisonment duration or penalty for using a counterfeit government stamp as genuine?,"the maximum imprisonment duration can be up to seven years, or there can be a fine, or both.",IPC,law_info
"what is the punishment for effacing writing from a substance bearing a government stamp, or removing a stamp from a document with intent to cause loss to the government?","the punishment for effacing writing from a substance bearing a government stamp, or removing a stamp from a document with intent to cause loss to the government is imprisonment for a term which may extend to three years, or with fine, or with both.",IPC,law_info
what is the maximum duration of imprisonment or type of other punishment for someone who intentionally removes a government stamp from a document or erases writing from a substance bearing a government stamp in order to cause loss to the government?,"the maximum duration of imprisonment for someone who intentionally removes a government stamp from a document or erases writing from a substance bearing a government stamp in order to cause loss to the government is up to three years, and they may also be fined or both.",IPC,law_info
what is the punishment for using a government stamp known to have been used before with intent to cause loss to the government?,"the punishment for using a government stamp known to have been used before with intent to cause loss to the government is imprisonment for a term which may extend to two years, or with fine, or with both.",IPC,law_info
what is the maximum possible sentence for someone who uses a government stamp known to have been used before in an attempt to cause financial loss to the government?,"the maximum possible sentence for someone who uses a government stamp known to have been used before in an attempt to cause financial loss to the government is two years of imprisonment, or a fine, or both.",IPC,law_info
"what is the punishment for erasing or removing a mark denoting that a stamp has been used, or knowingly selling or disposing of such a stamp?","the punishment for erasing or removing a mark denoting that a stamp has been used, or knowingly selling or disposing of such a stamp is imprisonment for a term which may extend to two years, or with fine, or with both.",IPC,law_info
"what is the possible sentence for a person who erases or removes a mark indicating that a stamp has been used, or knowingly sells or disposes of such a stamp?","a person who erases or removes a mark that denotes a stamp has been used, or knowingly sells or disposes of such a stamp, may face imprisonment for a term which may extend to two years, or with fine, or with both.",IPC,law_info
"what is the punishment for making, uttering, dealing in, selling, or using for postal purposes any fictitious stamp?",the person shall be punished with fine which may extend to two hundred rupees.,IPC,law_info
"what is the maximum fine for a person making, uttering, dealing in, selling, or using for postal purposes any fictitious stamp?",the maximum fine may extend to two hundred rupees.,IPC,law_info
what does fictitious stamp refer to in this context?,"a fictitious stamp refers to any stamp falsely purporting to be issued by government for the purpose of denoting a rate of postage, or any facsimile or imitation or representation, whether on paper or otherwise, of any stamp issued by government for that purpose.",IPC,law_info
"what is the purpose of a stamp falsely purporting to be issued by government, or any facsimile or imitation or representation, whether on paper or otherwise, of any stamp issued by government?",the purpose of such a stamp is to denote a rate of postage. this is often referred to as a fictitious stamp.,IPC,law_info
who does the term government include in sections 255 to 263?,"the term government includes the person or persons authorized by law to administer executive government in any part of india, and also in any part of her majestys dominions or in any foreign country.",IPC,law_info
"what does the term government refer to when it is authorized by law to administer executive government in any part of india, her majestys dominions or any foreign country?","in sections 255 to 263, the term government refers to such an entity.",IPC,law_info
what is the punishment for fraudulently using a false instrument for weighing?,"the person shall be punished with imprisonment of either description for a term which may extend to one year, or with fine, or with both.",IPC,law_info
