question,answer,source,intent
"what is the state amendment for gujarat in section 209 of the code of criminal procedure, 1973?","for clause a, the following clause shall be substituted commit the case, after complying with the provisions of section 207 or section 208, as the case may be, to the court of session and, subject to the provisions of this code relating to bail, remand the accused to custody until such commitment has been made.",CrPC,law_info
"what is the substitute clause for clause a in section 209 of the code of criminal procedure, 1973 for the state of gujarat?","the substitute clause for clause a is commit the case, after complying with the provisions of section 207 or section 208, as the case may be, to the court of session and, subject to the provisions of this code relating to bail, remand the accused to custody until such commitment has been made.",CrPC,law_info
"what is the gujarat act 30 of 1976, s. 2?","it is the act that made the amendment to section 209 of the code of criminal procedure, 1973 in its application to the state of gujarat.",CrPC,law_info
"which act made the amendment to section 209 of the code of criminal procedure, 1973 in its application to the state of gujarat?","the gujarat act 30 of 1976, s. 2",CrPC,law_info
"what is the procedure in section 210 of the code of criminal procedure, 1973?","the text does not provide information on the procedure to be followed according to section 210 of the code of criminal procedure, 1973.",CrPC,law_info
"does the text provide information on the procedure to be followed according to section 210 of the code of criminal procedure, 1973?","no, the text does not provide information on the procedure to be followed according to section 210 of the code of criminal procedure, 1973.",CrPC,law_info
what should a magistrate do when it appears that an investigation by the police is in progress in relation to the offence which is the subjectmatter of the inquiry or trial held by him?,the magistrate should stay the proceedings of such inquiry or trial and call for a report on the matter from the police officer conducting the investigation.,CrPC,law_info
what is the procedure for a magistrate when a police officer is conducting an investigation related to the offence being examined in the magistrates inquiry or trial?,the magistrate should stay the proceedings of such inquiry or trial and call for a report on the matter from the police officer conducting the investigation.,CrPC,law_info
what should a magistrate do if a report is made by the investigating police officer under section 173?,"if such a report is made and cognizance of any offence is taken by the magistrate against any person who is an accused in the complaint case, the magistrate shall inquire into or try together the complaint case and the case arising out of the police report as if both the cases were instituted on a police report.",CrPC,law_info
what happens when a report is made by the investigating police officer under section 173 and cognizance of any offence is taken by the magistrate against any person who is an accused in the complaint case?,the magistrate shall inquire into or try together the complaint case and the case arising out of the police report as if both the cases were instituted on a police report.,CrPC,law_info
what happens when a case is instituted otherwise than on a police report?,this is referred to as a complaint case.,CrPC,law_info
what is the term used to refer to a case that is instituted otherwise than on a police report?,this is referred to as a complaint case.,CrPC,law_info
what happens if the police report does not relate to any accused in the complaint case?,"if the police report does not relate to any accused in the complaint case, the magistrate shall proceed with the inquiry or trial, which was stayed by him, in accordance with the provisions of this code.",CrPC,law_info
what does the magistrate do if the police report does not relate to any accused in the complaint case?,"if the police report does not relate to any accused in the complaint case, the magistrate shall proceed with the inquiry or trial, which was stayed by him, in accordance with the provisions of this code.",CrPC,law_info
what happens if the magistrate does not take cognizance of any offence on the police report?,"if the magistrate does not take cognizance of any offence on the police report, he shall proceed with the inquiry or trial, which was stayed by him, in accordance with the provisions of this code.",CrPC,law_info
what does the magistrate do if he does not take cognizance of any offence on the police report?,"if the magistrate does not take cognizance of any offence on the police report, he shall proceed with the inquiry or trial, which was stayed by him, in accordance with the provisions of this code.",CrPC,law_info
what should every charge under this code state?,every charge under this code should state the offence with which the accused is charged.,CrPC,law_info
what should be stated in every charge under this code for the accused?,the offence with which the accused is charged should be stated in every charge under this code.,CrPC,law_info
how can an offence be described in the charge if the law gives it a specific name?,"if the law which creates the offence gives it any specific name, the offence may be described in the charge by that name only.",CrPC,law_info
what is the method to describe an offence in the charge when the law that created the offence gives it a specific name?,the offence may be described in the charge by that specific name only.,CrPC,law_info
what should be stated in the charge if the law does not give the offence a specific name?,"if the law which creates the offence does not give it any specific name, so much of the definition of the offence must be stated as to give the accused notice of the matter with which he is charged.",CrPC,law_info
"what should be stated in the charge if the law creating the offence does not give it a specific name, to ensure the accused is aware of the matter they are being charged with?",so much of the definition of the offence must be stated as to give the accused notice of the matter with which he is charged.,CrPC,law_info
what should be mentioned in the charge regarding the law and section?,the law and section of the law against which the offence is said to have been committed should be mentioned in the charge.,CrPC,law_info
what should be mentioned in the charge regarding the offence committed?,the law and section of the law against which the offence is said to have been committed should be mentioned in the charge.,CrPC,law_info
what is equivalent to a statement that every legal condition required?,the fact that the charge is made is equivalent to a statement that every legal condition required.,CrPC,law_info
what does the fact that the charge is made signify?,its equivalent to a statement that every legal condition required.,CrPC,law_info
in what language should the charge be written?,the charge should be written in the language of the court.,CrPC,law_info
where should the charge be written in the language of the court?,the charge should be written in the language of the court in legal documents.,CrPC,law_info
what happens if an accused has been previously convicted of any offence?,"if the accused has been previously convicted of any offence, they are liable, by reason of such previous conviction, to enhanced punishment, or to punishment of a different kind, for a subsequent offence.",CrPC,law_info
"what does it mean for an accused person who has been previously convicted of any offence, in terms of punishment for a subsequent offence?","if the accused has been previously convicted of any offence, they are liable, by reason of such previous conviction, to enhanced punishment, or to punishment of a different kind, for a subsequent offence.",CrPC,law_info
what is the protocol if its intended to prove a previous conviction for the purpose of affecting the punishment for a subsequent offence?,"the fact, date and place of the previous conviction should be stated in the charge. if such statement has been omitted, the court may add it at any time before sentence is passed.",CrPC,law_info
"what information should be stated in the charge to prove a previous conviction for the purpose of affecting the punishment for a subsequent offence, and when can the court add this information if it was initially omitted?","the fact, date and place of the previous conviction should be stated in the charge. if such statement has been omitted, the court may add it at any time before sentence is passed.",CrPC,law_info
what is the equivalent of a charge with the murder according to the indian penal code?,a charge with the murder is equivalent to a statement that the accuseds act fell within the definition of murder given in sections 299 and 300 of the indian penal code that it did not fall within any of the general exceptions of the said code.,CrPC,law_info
"what does it mean when it is stated that the accuseds act fell within the definition of murder given in sections 299 and 300 of the indian penal code, and that it did not fall within any of the general exceptions of the said code?",it means the accused is charged with murder according to the indian penal code.,CrPC,law_info
what is a charged with under section 326 of the indian penal code?,a is charged with voluntarily causing grievous hurt to b by means of an instrument for shooting.,CrPC,law_info
who is accused of voluntarily causing grievous hurt to b by means of an instrument for shooting under the indian penal code?,a is accused of this crime under section 326 of the indian penal code.,CrPC,law_info
what does the case equivalent to when a is charged with voluntarily causing grievous hurt by means of an instrument for shooting?,"this is equivalent to a statement that the case was not provided for by section 335 of the said code, and that the general exceptions did not apply to it.",CrPC,law_info
"what does it mean when a case, where a is charged with voluntarily causing grievous hurt by means of an instrument for shooting, was not provided for by section 335 of the said code and the general exceptions did not apply to it?",this is equivalent to a statement that a is charged with voluntarily causing grievous hurt by means of an instrument for shooting.,CrPC,law_info
what crimes is a accused of?,"a is accused of murder, cheating, theft, extortion, adultery or criminal intimidation, or using a false propertymark.",CrPC,law_info
"who is accused of murder, cheating, theft, extortion, adultery or criminal intimidation, or using a false propertymark?",a is accused of these crimes.,CrPC,law_info
how can the charge against a be stated?,"the charge may state that a committed murder, or cheating, or theft, or extortion, or adultery, or criminal intimidation, or that he used a false propertymark, without reference to the definitions, of those crimes contained in the indian penal code 45 of 1860 but the sections under which the offence is punishable must, in each instance be referred to in the charge.",CrPC,law_info
"what information must a charge contain if a is accused of committing murder, cheating, theft, extortion, adultery, or criminal intimidation, or if he used a false propertymark, according to the indian penal code 45 of 1860?","the charge may state that a committed any of these crimes without reference to the definitions, but the sections under which the offence is punishable must, in each instance be referred to in the charge.",CrPC,law_info
what is the maximum time period between the first and last date of an offence according to section 219?,the maximum time period should not exceed one year.,CrPC,law_info
what is the maximum duration that should not be exceeded between the first and last date of an offence as per any law?,"according to section 219, the maximum time period should not exceed one year.",CrPC,law_info
when must the manner of committing an offence be stated according to section 213?,the manner of committing an offence must be stated when the particulars mentioned in sections 211 and 212 do not give the accused sufficient notice of the matter with which he is charged.,CrPC,law_info
when should the particulars of an offence be stated according to sections 211 and 212 to give the accused sufficient notice of the matter with which he is charged?,the particulars of an offence should be stated according to sections 211 and 212 when the manner of committing the offence isnt clear as per section 213.,CrPC,law_info
in which cases does the charge not need to set out the manner of the offence?,the charge need not set out the manner of the offence when a is accused of the theft of a certain article at a certain time and place.,CrPC,law_info
"when a is accused of the theft of a certain article at a certain time and place, is it necessary to set out the manner of the offence in the charge?","no, in this case, the charge need not set out the manner of the offence.",CrPC,law_info
when does the charge need to set out the manner of the offence?,the charge must set out the manner of the offence when a is accused of cheating b at a given time and place or when a is accused of giving false evidence at a given time and place.,CrPC,law_info
"who must the charge set out the manner of the offence for, if they are accused of cheating or giving false evidence at a given time and place?","the charge must set out the manner of the offence for a, if a is accused of cheating b or giving false evidence at a given time and place.",CrPC,law_info
what must the charge set out when a is accused of giving false evidence?,the charge must set out that portion of the evidence given by a which is alleged to be false.,CrPC,law_info
what portion of the evidence is included in the charge when a is accused of giving false evidence?,the charge includes that portion of the evidence given by a which is alleged to be false.,CrPC,law_info
"what must the charge set out when a is accused of obstructing b, a public servant, in the discharge of his public functions?",the charge must set out the manner in which a obstructed b in the discharge of his functions.,CrPC,law_info
"what should the charge set out if a is accused of obstructing a public servant, b, in the discharge of his functions?",the charge should set out the manner in which a obstructed b in the discharge of his functions.,CrPC,law_info
what is not necessary to state in the charge when a is accused of the murder of b?,the charge need not state the manner in which a murdered b.,CrPC,law_info
what information does the charge not need to include when a is accused of the murder of b?,the charge does not need to include the manner in which a murdered b.,CrPC,law_info
what should the charge set out when a is accused of disobeying a direction of the law with intent to save b from punishment?,the charge must set out the disobedience charged and the law infringed.,CrPC,law_info
what should the charge include when a is accused of a legal disobedience intended to save b from punishment?,the charge must set out the disobedience charged and the law infringed.,CrPC,law_info
how are words used in describing an offence deemed by law?,words used in describing an offence shall be deemed to have been used in the sense attached to them respectively by the law under which such offence is punishable.,CrPC,law_info
in what sense are words used when describing an offence according to law?,words used in describing an offence shall be deemed to have been used in the sense attached to them respectively by the law under which such offence is punishable.,CrPC,law_info
what is the effect of errors in stating the offence or the particulars required to be stated in the charge?,"no error in stating either the offence or the particulars required to be stated in the charge, and no omission to state the offence or those particulars, shall be regarded at any stage of the case as material, unless the accused wa",CrPC,law_info
are errors or omissions in stating the offence or the particulars required to be stated in the charge regarded as material at any stage of the case?,"no, no error in stating either the offence or the particulars required to be stated in the charge, and no omission to state the offence or those particulars, shall be regarded at any stage of the case as material, unless the accused wa",CrPC,law_info
what is a charged with under section 242 of the indian penal code 45 of 1860?,"a is charged with having been in possession of counterfeit coin, having known at the time when he became possessed thereof that such coin was counterfeit.",CrPC,law_info
"who is charged with having been in possession of counterfeit coin, having known at the time when he became possessed thereof that such coin was counterfeit under section 242 of the indian penal code 45 of 1860?",a is charged with this offence.,CrPC,law_info
what does the court infer if a defends himself and the manner of the cheating is not set out in the charge?,the court may infer from this that the omission to set out the manner of the cheating is not material.,CrPC,law_info
what may the court infer when the omission to set out the manner of the cheating is not material?,the court may infer that a defends himself and the manner of the cheating is not set out in the charge.,CrPC,law_info
what happens if the manner in which a cheated b is not set out in the charge and there were many transactions between a and b?,a had no means of knowing to which of them the charge referred.,CrPC,law_info
"what would be the consequence if the charge does not specify the transaction in which a cheated b, given that there were many transactions between them?",a had no means of knowing to which of them the charge referred.,CrPC,law_info
what is the condition for the error of omission in the charge not to be regarded as material?,"unless it appears that a was in fact misled by this omission, the error shall not be regarded as material.",CrPC,law_info
when is the omission in the charge not considered a material error?,the omission in the charge is not considered a material error unless it appears that a was in fact misled by this omission.,CrPC,law_info
"who was a charged with murdering on the 21st january, 1882?",khoda baksh,CrPC,law_info
"on the 21st january, 1882, who did a allegedly murder?",khoda baksh,CrPC,law_info
who was a actually charged with murdering?,haidar baksh,CrPC,law_info
who did a allegedly murder?,haidar baksh,CrPC,law_info
what was the actual date of the murder a was charged with?,"20th january, 1882",CrPC,law_info
"who was charged with a murder that took place on 20th january, 1882?",a,CrPC,law_info
what error was made in the charge against a?,the murdered persons name and the date of the murder were incorrect,CrPC,law_info
what was incorrect in the charge against a?,the murdered persons name and the date of the murder,CrPC,law_info
who were the witnesses present in as defence?,witnesses in the case of haidar baksh,CrPC,law_info
in whose case were the witnesses in the case of haidar baksh present?,as defence,CrPC,law_info
what can the court infer from the error in the charge against a?,"a was not misled, and that the error in the charge was immaterial",CrPC,law_info
what does it mean if a was not misled and the error in the charge was immaterial?,the court can infer from this that the error in the charge against a is not significant.,CrPC,law_info
"in the case of a being charged with the murder of haidar baksh and then tried for the murder of khoda baksh, what can the court infer?","that a was misled, and that the error was material",CrPC,law_info
what can be inferred if a was misled and the error was material in a case where a was charged and tried for the murders of haidar baksh and khoda baksh respectively?,"in the case of a being charged with the murder of haidar baksh and then tried for the murder of khoda baksh, the court can infer that a was misled, and that the error was material",CrPC,law_info
can a court alter or add to any charge?,"yes, a court may alter or add to any charge at any time before judgment is pronounced.",CrPC,law_info
when can a court alter or add to any charge?,a court may alter or add to any charge at any time before judgment is pronounced.,CrPC,law_info
what should be done after every alteration or addition to a charge?,every such alteration or addition shall be read and explained to the accused.,CrPC,law_info
what needs to be done with an alteration or addition to a charge in relation to the accused?,every such alteration or addition shall be read and explained to the accused.,CrPC,law_info
what happens if the alteration or addition to a charge doesnt prejudice the accused or prosecutor?,"the court may, in its discretion, after such alteration or addition has been made, proceed with the trial as if the altered or added charge had been the original charge.",CrPC,law_info
"what may the court do after an alteration or addition has been made to a charge, provided it doesnt prejudice the accused or prosecutor?","the court may, in its discretion, proceed with the trial as if the altered or added charge had been the original charge.",CrPC,law_info
what can the court do if the alteration or addition is likely to prejudice the accused or the prosecutor?,the court may either direct a new trial or adjourn the trial for such period as may be necessary.,CrPC,law_info
what actions can a court take if it deems a new trial is necessary or an adjournment is required due to a potential prejudice to the accused or the prosecutor?,"if the alteration or addition is likely to prejudice the accused or the prosecutor, the court may either direct a new trial or adjourn the trial for such period as may be necessary.",CrPC,law_info
what happens if the offence stated in the altered or added charge requires previous sanction?,the text does not provide enough information to answer this question.,CrPC,law_info
does the text provide sufficient information to answer what happens if the offence stated in the altered or added charge requires previous sanction?,"no, the text does not provide enough information to answer this question.",CrPC,law_info
what should be done if sanction is necessary for a case?,"the case shall not be proceeded with until such sanction is obtained, unless sanction has been already obtained for a prosecution on the same facts as those on which the altered or added charge is founded.",CrPC,law_info
"what should be done with a case that requires sanction before it can be proceeded with, especially if the sanction has not been obtained yet?","the case shall not be proceeded with until such sanction is obtained, unless sanction has been already obtained for a prosecution on the same facts as those on which the altered or added charge is founded.",CrPC,law_info
what is allowed when a charge is altered or added to by the court after the commencement of the trial?,"the prosecutor and the accused shall be allowed to recall or resummon, and examine with reference to such alteration or addition, any witness who may have been examined.",CrPC,law_info
who is allowed to recall or resummon and examine witnesses in relation to an alteration or addition of a charge after the commencement of a trial?,the prosecutor and the accused are allowed to do so.,CrPC,law_info
under what conditions can a witness not be reexamined?,"a witness cannot be reexamined if the court, for reasons to be recorded in writing, considers that the prosecutor or the accused, as the case may be, desires to recall or reexamine such witness for the purpose of vexation or delay or for defeating the ends of justice.",CrPC,law_info
why might a court prevent a prosecutor or the accused from reexamining a witness?,"a court might prevent a prosecutor or the accused from reexamining a witness if it considers that the recall or reexamination is desired for the purpose of vexation, delay, or for defeating the ends of justice. the courts reasons for this decision should be recorded in writing.",CrPC,law_info
what can also be done in addition to recalling a witness when a charge is altered or added?,"in addition to recalling a witness, further witnesses can be called whom the court may think to be material.",CrPC,law_info
what action can the court take apart from recalling a witness when a charge is altered or added?,further witnesses can be called whom the court may think to be material.,CrPC,law_info
what does section 218 state about separate charges for distinct offences?,for every distinct offence of which any person is accused there shall be separate charges.,CrPC,law_info
what should there be for every distinct offence of which any person is accused according to section 218?,there shall be separate charges.,CrPC,law_info
what is the general rule for trying charges according to the text?,the general rule is that every charge should be tried separately.,CrPC,law_info
what is the procedure for trying every charge according to the general rule?,the procedure is that every charge should be tried separately.,CrPC,law_info
under what circumstances can charges be tried together?,"if the accused person applies in writing and the magistrate believes that the person will not be prejudiced, the magistrate may try all or any number of the charges together.",CrPC,law_info
what should an accused person do for all their charges to be tried together and under what condition will the magistrate allow it?,"the accused person should apply in writing and if the magistrate believes that the person will not be prejudiced, the magistrate may allow all or any number of the charges to be tried together.",CrPC,law_info
what are the exceptions to the rule stated in subsection 1?,"the operation of the provisions of sections 219, 220, 221, and 223 are not affected by the rule stated in subsection 1.",CrPC,law_info
which sections are not affected by the rule stated in subsection 1?,"the operation of the provisions of sections 219, 220, 221, and 223 are not affected by the rule stated in subsection 1.",CrPC,law_info
what does section 219 state?,"section 219 states that when a person is accused of more than one offences of the same kind committed within the space of twelve months, he may be charged with, and tried at one trial for, any number of them.",CrPC,law_info
"which section states that a person accused of more than one offences of the same kind committed within the space of twelve months can be charged with, and tried at one trial for, any number of them?",section 219 states that.,CrPC,law_info
what is the illustration given for the rule?,"the illustration given is that a person accused of a theft on one occasion, and of causing grievous hurt on another occasion, must be separately charged and separately tried for the theft and causing grievous hurt.",CrPC,law_info
what must a person accused of theft on one occasion and causing grievous hurt on another occasion do according to the rule?,"according to the rule, a person accused of a theft on one occasion, and of causing grievous hurt on another occasion, must be separately charged and separately tried for the theft and causing grievous hurt.",CrPC,law_info
what does it mean for offences to be of the same kind?,offences are of the same kind when they are punishable with the same amount of punishment under the same section of the indian penal code 45 of 1860 or of any special or local law.,CrPC,law_info
under which conditions are offences considered to be of the same kind in accordance with the indian penal code 45 of 1860 or any special or local law?,offences are considered to be of the same kind when they are punishable with the same amount of punishment under the same section of the indian penal code 45 of 1860 or any special or local law.,CrPC,law_info
what is the provision for offences under section 379 of the indian penal code?,an offence punishable under section 379 of the indian penal code 45 of 1860 shall be deemed to be an offence of the same kind as an offence punishable under section 380 of the said code.,CrPC,law_info
what is the classification of an offence punishable under section 379 of the indian penal code?,an offence punishable under section 379 of the indian penal code 45 of 1860 is deemed to be an offence of the same kind as an offence punishable under section 380 of the said code.,CrPC,law_info
what can be deemed as an offence of the same kind?,"an offence punishable under any section of the indian penal code, or of any special or local law, shall be deemed to be an offence of the same kind as an attempt to commit such offence, when such an attempt is an offence.",CrPC,law_info
when is an offence considered to be of the same kind as an attempt to commit such offence under the indian penal code or any special or local law?,"an offence is deemed to be of the same kind as an attempt to commit such offence, when such an attempt is an offence and its punishable under any section of the indian penal code, or of any special or local law.",CrPC,law_info
when can a person be charged with more than one offence?,"if, in one series of acts so connected together as to form the same transaction, more offences than one are committed by the same person, he may be charged with, and tried at one trial for, every such offence.",CrPC,law_info
what conditions allow for a person to be charged with and tried for multiple offences at one trial?,"a person can be charged with more than one offence if, in one series of acts so connected together as to form the same transaction, more offences than one are committed by the same person.",CrPC,law_info
what can a person be accused of if they misuse property as described in subsection 2 of section 212 or in subsection 1 of section 219?,they can be accused of committing one or more offences of falsification of accounts for the purpose of facilitating or concealing the commission of that offence.,CrPC,law_info
what could be the potential accusation for someone who commits one or more offences of falsification of accounts for the purpose of facilitating or concealing the commission of that offence?,a person can be accused of this if they misuse property as described in subsection 2 of section 212 or in subsection 1 of section 219.,CrPC,law_info
can a person be charged with and tried for each offense if the acts alleged fall within two or more separate definitions of any law?,"yes, the person accused of them may be charged with, and tried at one trial for, each of such offences.",CrPC,law_info
"if a person is accused of acts that fall within two or more separate definitions of any law, can they be charged with and tried for each of these offenses at one trial?","yes, a person can be charged with and tried for each offense if the acts alleged fall within two or more separate definitions of any law.",CrPC,law_info
"what happens if several acts, one or more of which constitute an offence, constitute a different offence when combined?","the person accused of them may be charged with, and tried at one trial for, the offence constituted by such acts when combined, and for any offence constituted by any one, or more, of such acts.",CrPC,law_info
"what may happen to a person who is accused of several acts, one or more of which constitute an offence, and those acts constitute a different offence when combined?","the person may be charged with, and tried at one trial for, the offence constituted by such acts when combined, and for any offence constituted by any one, or more, of such acts.",CrPC,law_info
what might a be charged with if he rescues b from lawful custody and causes grievous hurt to c in the process?,a may be charged with offences under sections 225 and 333 of the indian penal code 45 of 1860.,CrPC,law_info
what offences under the indian penal code 45 of 1860 might someone be charged with if they rescue a person from lawful custody and cause grievous harm to another in the process?,they may be charged with offences under sections 225 and 333.,CrPC,law_info
what could a be convicted of if he commits housebreaking by day with the intent to commit adultery?,a may be separately charged with offences under sections 454 and 497 of the indian penal code 45 of 1860.,CrPC,law_info
"if someone is separately charged with offences under sections 454 and 497 of the indian penal code 45 of 1860, what could be the possible crime committed?",the person could have committed housebreaking by day with the intent to commit adultery.,CrPC,law_info
"what offenses could a be charged with if he entices b, the wife of c, with the intention to commit adultery?",a may be separately charged with offences under sections 498 and 497 of the indian penal code 45 of 1860.,CrPC,law_info
under which sections of the indian penal code 45 of 1860 could someone be charged if they entice the wife of another person with the intention to commit adultery?,someone may be charged under sections 498 and 497.,CrPC,law_info
what could a be charged with if he has several counterfeit seals in his possession and intends to use them?,the section does not provide specific information on what a could be charged with in this case.,CrPC,law_info
does the section provide specific information on what a could be charged with for possessing and intending to use several counterfeit seals?,"no, the section does not provide specific information on what a could be charged with in this case.",CrPC,law_info
what is the punishment under section 466 of the indian penal code?,forgery is punishable under section 466 of the indian penal code.,CrPC,law_info
what crime is punishable under section 466 of the indian penal code?,forgery is punishable under section 466 of the indian penal code.,CrPC,law_info
what can someone be charged with under section 473 of the indian penal code?,"a person can be separately charged with, and convicted of, the possession of each seal.",CrPC,law_info
"under which section of the indian penal code can a person be separately charged with, and convicted of, the possession of each seal?",section 473 of the indian penal code.,CrPC,law_info
what is the punishment under section 211 of the indian penal code?,"a person can be separately charged with, and convicted of, two offences for instituting a criminal proceeding without any just or lawful ground and for falsely accusing someone of having committed an offence.",CrPC,law_info
which section of the indian penal code deals with the offences of instituting a criminal proceeding without any just or lawful ground and for falsely accusing someone of having committed an offence?,section 211 of the indian penal code deals with these offences.,CrPC,law_info
what can someone be charged with under sections 211 and 194 of the indian penal code?,"a person can be separately charged with, and convicted of, offences for falsely accusing someone of having committed an offence and for giving false evidence with the intent to cause the person to be convicted of a capital offence.",CrPC,law_info
which sections of the indian penal code involve offences for falsely accusing someone of having committed an offence and for giving false evidence with the intent to cause the person to be convicted of a capital offence?,sections 211 and 194 of the indian penal code cover these offences.,CrPC,law_info
"what offences can a be charged with when they commit the offences of rioting, grievous hurt and assaulting a public servant?","a can be separately charged with offences under sections 147, 325 and 152 of the indian penal code",CrPC,law_info
"under which sections of the indian penal code can a person be charged if they commit the offences of rioting, grievous hurt and assaulting a public servant?","a person can be charged under sections 147, 325 and 152 of the indian penal code for committing the offences of rioting, grievous hurt and assaulting a public servant.",CrPC,law_info
"what can a be charged with if they threaten b, c and d with injury to their persons with intent to cause alarm to them?",a can be separately charged with each of the three offences under section 506 of the indian penal code,CrPC,law_info
"under which section of the indian penal code can a be charged separately for each offence if they threaten b, c and d with intent to cause alarm?",a can be separately charged with each of the three offences under section 506 of the indian penal code,CrPC,law_info
can the separate charges referred to in illustrations a to h be tried at the same time?,"yes, they may be tried at the same time.",CrPC,law_info
is it possible for the separate charges referred to in illustrations a to h to be tried simultaneously?,"yes, they may be tried simultaneously.",CrPC,law_info
what offences can a be charged with if they wrongfully strike b with a cane?,a can be separately charged with offences under sections 352 and 323 of the indian penal code,CrPC,law_info
under which sections of the indian penal code can someone be charged if they wrongfully strike someone else with a cane?,they can be charged under sections 352 and 323 of the indian penal code,CrPC,law_info
"what happens if several stolen sacks of corn are made over to a and b, who knew they are stolen property, for the purpose of concealing them?",the text does not provide specific charges for this scenario.,CrPC,law_info
"does the text provide specific charges for the scenario in which several stolen sacks of corn are made over to a and b, who knew they are stolen property, for the purpose of concealing them?","no, the text does not provide specific charges for this scenario.",CrPC,law_info
what can a and b be charged with if they voluntarily assist each other to conceal sacks at the bottom of a grainpit?,"they can be separately charged with, and convicted of, offences under sections 411 and 414 of the indian penal code 45 of 1860.",CrPC,law_info
which sections of the indian penal code 45 of 1860 can a and b be charged under if they voluntarily assist each other to conceal sacks at the bottom of a grainpit?,"they can be separately charged with, and convicted of, offences under sections 411 and 414.",CrPC,law_info
what offence can a be charged with if she exposes her child with the knowledge that she is likely to cause its death and the child dies as a result?,"a can be separately charged with, and convicted of, offences under sections 317 and 304 of the indian penal code 45 of 1860.",CrPC,law_info
under which sections of the indian penal code 45 of 1860 can a be charged and convicted if she exposes her child with the knowledge that she is likely to cause its death and the child dies as a result?,a can be charged and convicted under sections 317 and 304.,CrPC,law_info
"what can a be charged with if he dishonestly uses a forged document as genuine evidence to convict b, a public servant?","a can be separately charged with, and convicted of, offences under sections 471 read with section 466 and 196 of the indian penal code 45 of 1860.",CrPC,law_info
"under which sections of the indian penal code 45 of 1860 can a be charged and convicted if he dishonestly uses a forged document as genuine evidence to convict b, a public servant?","a can be separately charged with, and convicted of, offences under sections 471 read with section 466 and 196.",CrPC,law_info
what offences can a be charged with if he commits robbery on b and voluntarily causes hurt to him?,"a can be separately charged with, and convicted of, offences under sections 323, 392 and 394 of the indian penal code 45 of 1860.",CrPC,law_info
"if a is separately charged with offences under sections 323, 392 and 394 of the indian penal code 45 of 1860, what offences might a have committed?",a might have committed the offences of robbery on b and voluntarily causing hurt to him.,CrPC,law_info
what happens if it is doubtful which offence has been committed under the indian penal code?,"if a single act or series of acts is of such a nature that it is doubtful which of several offences the facts which can be proved will constitute, the accused may be charged with having committed all or any of such offences, and any number of such charges may be tried at once or he may be charged in the alternative with having committed some one of the said offences.",CrPC,law_info
what is the procedure if a single act or series of acts is of such a nature that it is doubtful which of several offences under the indian penal code the facts which can be proved will constitute?,"if it is doubtful which offence has been committed, the accused may be charged with having committed all or any of such offences, and any number of such charges may be tried at once or he may be charged in the alternative with having committed some one of the said offences.",CrPC,law_info
"what happens if the accused is charged with one offence, but evidence shows he committed a different offence according to the indian penal code?","if in such a case the accused is charged with one offence, and it appears in evidence that he committed a different offence for which he might have been charged under the provisions of subsection 1, he may be convicted of the offence which he is shown to have committed, although he was not charged with it.",CrPC,law_info
what is the legal procedure in the indian penal code if the accused is charged with one offence but evidence shows that they committed a different offence?,"if in such a case the accused is charged with one offence, and it appears in evidence that he committed a different offence for which he might have been charged under the provisions of subsection 1, he may be convicted of the offence which he is shown to have committed, even if he was not charged with it.",CrPC,law_info
can the accused be charged with multiple offences for a single act under the indian penal code?,"yes, the accused may be charged with having committed all or any of several offences related to a single act or series of acts. any number of such charges may be tried at once.",CrPC,law_info
can an accused person be tried for any number of charges at once related to a single act or series of acts under the indian penal code?,"yes, the accused may be charged with having committed all or any of several offences for a single act under the indian penal code and all such charges may be tried at once.",CrPC,law_info
can the accused be convicted of an offence they were not initially charged with under the indian penal code?,"yes, if evidence shows that the accused committed a different offence for which he might have been charged, he may be convicted of the offence which he is shown to have committed, even though he was not initially charged with it.",CrPC,law_info
"under the indian penal code, can an individual be convicted for a different offence than they were initially charged with if the evidence supports it?","yes, if evidence shows that the accused committed a different offence for which he might have been charged, he may be convicted of the offence which he is shown to have committed, even though he was not initially charged with it.",CrPC,law_info
what can a be charged with in the first case?,"theft, trust and cheating, receiving stolen property, or criminal breach of trust",CrPC,law_info
"which crimes could someone be accused of if they are charged with theft, trust and cheating, receiving stolen property, or criminal breach of trust?",a can be charged with these crimes in the first case.,CrPC,law_info
what can a be convicted of even if he was not charged with such offence?,criminal breach of trust or of receiving stolen goods,CrPC,law_info
which offences can one be convicted of even if not charged with them?,criminal breach of trust or of receiving stolen goods,CrPC,law_info
what can a be charged and convicted of in the last case?,intentionally giving false evidence,CrPC,law_info
what was a convicted of in the last case for giving false evidence intentionally?,a can be charged and convicted of intentionally giving false evidence,CrPC,law_info
can a be convicted even if it cannot be proved which of his statements was false?,yes,CrPC,law_info
is it possible for a to be convicted even without proof of which of their statements was false?,yes,CrPC,law_info
what happens when a person is charged with an offence consisting of several particulars?,"if a combination of some only constitutes a complete minor offence, and such combination is proved, then the person can be convicted of the minor offense",CrPC,law_info
what can a person be convicted of if only some particulars of a combined offence are proved?,the person can be convicted of the complete minor offense,CrPC,law_info
can a person be convicted of a minor offense even if they were not initially charged with it?,"yes, a person can be convicted of a minor offense even if they were not initially charged with it, provided the facts proved reduce it to a minor offence.",CrPC,law_info
